text,intent
I want to know Update my cart for order ORD1583.,order_modify
Can you tell me I am very disappointed with the watch.,complaint_register
How do I reset my password? ASAP.,account_login
How fast can you deliver to Hyderabad? please.,delivery_time
"Hi, When will order ORD3648 arrive?",track_order
I want to know Can I get free delivery on watch? ASAP.,shipping_cost
Please Show me kurtas in stock. thanks.,product_availability
Account USR689 is inaccessible. please.,account_login
Is my order out for delivery? ASAP.,track_order
"Hi, How do I apply for an exchange?",exchange_product
Urgent: I forgot my password. ASAP.,account_login
Urgent: Corporate order for our office in Hyderabad.,bulk_order
"Hi, What time does your store open? please.",store_hours
Please I need to update my shipping details. thanks.,change_address
Can you tell me I want this bag. Is it available? ASAP.,product_availability
Store opening schedule? thanks.,store_hours
Please What are the shipping fees? ASAP.,shipping_cost
Can you tell me I want to change my delivery address. ASAP.,change_address
Can you tell me The discount code OFF50 is showing an error. thanks.,coupon_apply
Please Payment failed but amount was debited.,payment_issue
Urgent: We are looking to purchase large quantities. thanks.,bulk_order
How many days for the refund to process? please.,refund_status
I want to know Has the refund been initiated? now.,refund_status
Let me speak to customer care.,human_escalate
Is there an option to send laptop as a gift? thanks.,gift_wrapping
Can you tell me Can I get a jeans in XL instead? thanks.,exchange_product
Replace this t-shirt with a larger one.,exchange_product
"Hi, I want to cancel my order. please.",cancel_order
I want to know How to share my feedback on the watch?,product_review
Shipping charges are too high.,shipping_cost
I want to know Cancel this order immediately. now.,cancel_order
"Hi, We are looking to purchase large quantities. now.",bulk_order
I am very disappointed with the perfume. thanks.,complaint_register
I want to know Promo code OFF49 is not accepted.,coupon_apply
Urgent: We are looking to purchase large quantities. thanks.,bulk_order
I want to know I was charged twice for order ORD5871. ASAP.,payment_issue
Can you notify me when bag is available? please.,product_availability
Can you tell me We are looking to purchase large quantities.,bulk_order
Gift wrapping cost? now.,gift_wrapping
I need to order watch in bulk. ASAP.,bulk_order
Please Please abort my delivery for watch. thanks.,cancel_order
I want to know Can I buy wholesale? thanks.,bulk_order
My saree is under warranty.,warranty_info
Do I have to pay shipping for order ORD3402? ASAP.,shipping_cost
I need a smaller size for my laptop. ASAP.,exchange_product
I want to know Leave a comment on the product.,product_review
Please My account is locked.,account_login
Urgent: Can I apply coupon on bag?,coupon_apply
I want to return this saree.,return_product
Urgent: Warranty period please.,warranty_info
I want gift packaging for order ORD6748. now.,gift_wrapping
Can you tell me Can you conceal the price tag? now.,gift_wrapping
I want to know Has my shoes been shipped?,track_order
"I want to know The bag doesn't fit, want an exchange.",exchange_product
What does the warranty cover?,warranty_info
Can you tell me Change my address for order ORD8267. now.,change_address
Stop the shipment for ORD2094. now.,cancel_order
Can you tell me Will I receive my order by yesterday?,delivery_time
Urgent: Coupon OFF28 says invalid. now.,coupon_apply
"Hi, Can I alter my recent order? ASAP.",order_modify
"Hi, Cancel the perfume I bought. now.",cancel_order
Can you wrap this shoes as a gift?,gift_wrapping
Please Cancel the kurta I bought. ASAP.,cancel_order
Urgent: Why is my order delayed? please.,track_order
I want to know Gift wrap this please. thanks.,gift_wrapping
Urgent: What is the estimated delivery time? now.,delivery_time
How do I cancel my recent order? please.,cancel_order
Is the Pune branch open on Sunday?,store_hours
Can you tell me I forgot to apply my coupon OFF32.,coupon_apply
Urgent: Exchange POLICY? please.,exchange_product
"Hi, My watch is under warranty.",warranty_info
Where is my order?,track_order
Do you provide a discount for 68 pieces of jeans? please.,bulk_order
"Hi, I want to send the jeans back.",return_product
"Hi, B2B ordering process? now.",bulk_order
Can you tell me Can I get it delivered 2 days ago? thanks.,delivery_time
Why is my order delayed? thanks.,track_order
I want to know I want to place a bulk order. now.,bulk_order
Can you tell me When will I get my refund?,refund_status
Is physical damage covered under warranty? please.,warranty_info
"Hi, How do I review this saree? please.",product_review
Can you tell me My login is failing. thanks.,account_login
Can I upload photos for my review of mobile?,product_review
I want to know I want to exchange this kurta. thanks.,exchange_product
Please Check if size 8 is there for shoes. please.,product_availability
Urgent: Unlock my profile please. ASAP.,account_login
Can you tell me Cancel the saree I bought.,cancel_order
"Hi, Shipping charges are too high. thanks.",shipping_cost
Can you tell me I forgot my password. now.,account_login
Can you tell me Has the refund been initiated?,refund_status
Take my complaint. ASAP.,complaint_register
Can you tell me My voucher is not working. ASAP.,coupon_apply
Please Refund status for my returned kurta? please.,refund_status
Send this wrapped to Surat. please.,gift_wrapping
Can you tell me Delivery time for saree?,delivery_time
Please What are your business hours?,store_hours
I want to leave a rating. ASAP.,product_review
Urgent: Change the quantity to 45.,order_modify
I can't log into my account. ASAP.,account_login
Urgent: I want to leave a rating. thanks.,product_review
Can you tell me Exchange POLICY? thanks.,exchange_product
I want to know Payment issue with my recent transaction.,payment_issue
Is the shoes available in size S?,product_availability
Register a complaint regarding order ORD1623. now.,complaint_register
Human intervention required. thanks.,human_escalate
Please I want to give 5 stars.,product_review
"Hi, How much do you charge for shipping? please.",shipping_cost
Has my kurta been shipped? please.,track_order
"Hi, What is your return policy? ASAP.",return_product
"Hi, Delivery cost for t-shirt? please.",shipping_cost
When will my order ORD3143 be delivered?,delivery_time
I can't log into my account. now.,account_login
Please abort my delivery for jeans. ASAP.,cancel_order
Urgent: I haven't received my refund yet. thanks.,refund_status
Please Help me recover my account. now.,account_login
"Hi, Do I have to pay shipping for order ORD6795? thanks.",shipping_cost
I want to know Gift wrapping cost? now.,gift_wrapping
Can you tell me Has my laptop been shipped? now.,track_order
Remove saree from order ORD6307. now.,order_modify
Please I ordered 7 but I want more.,order_modify
"Hi, I want to order 55 of shoes. thanks.",bulk_order
Urgent: Delivery cost for t-shirt? ASAP.,shipping_cost
What are your business hours? please.,store_hours
Urgent: Check if size XXL is there for watch.,product_availability
"I don't like the laptop, arrange for a return.",return_product
I want to know Coupon OFF43 says invalid. thanks.,coupon_apply
I forgot my password. please.,account_login
Urgent: Account USR167 is inaccessible. ASAP.,account_login
"Hi, Modify my order items. please.",order_modify
What are your business hours?,store_hours
Ship the perfume to my new address. now.,change_address
I want to know When will the amount reflect in my bank account? ASAP.,refund_status
Change my address for order ORD9910.,change_address
Can you tell me How do I apply for an exchange? ASAP.,exchange_product
Transfer me to a real person. please.,human_escalate
I want to know What are your business hours? thanks.,store_hours
Can you tell me Where can I write a product review? ASAP.,product_review
Please Can I change shipping address to Bangalore? please.,change_address
Please My coupon code OFF21 is not working. thanks.,coupon_apply
Please Amount deducted from my account erroneously. thanks.,payment_issue
Please Can I apply coupon on saree?,coupon_apply
I want to know Shipping charges are too high. thanks.,shipping_cost
Change my address for order ORD7577. please.,change_address
"This bag is defective, I need a return. now.",return_product
Urgent: Stop the shipment for ORD8651. now.,cancel_order
How do I reset my password?,account_login
I have a formal complaint to make.,complaint_register
Please Exchange my order ORD1513. thanks.,exchange_product
"I want to know The app says payment failed, but my bank says successful. thanks.",payment_issue
How to use promo code? thanks.,coupon_apply
Urgent: I haven't received my refund yet. please.,refund_status
I want to know Do I have to pay shipping for order ORD4324? please.,shipping_cost
Can you tell me Register a complaint regarding order ORD8093. please.,complaint_register
I want to know I want to swap this item. thanks.,exchange_product
Complaint about the courier in Mumbai.,complaint_register
